comment,rating,link,category_id
Dirty and dreadful,1,https://nicelocal.com.au/melbourne/realty/unilodge_melbourne_-_university_accommodation/,2
The only good part about this place is the proximity to The University of Melbourne. The staff at the reception are sometimes rude and the place is filled with rats and rodents.,2,https://nicelocal.com.au/melbourne/realty/unilodge_melbourne_-_university_accommodation/,2
Worst place ever. Dirty and with rats and cockroaches. Dont waste your money here. You can get a better place with this rental rate.,1,https://nicelocal.com.au/melbourne/realty/unilodge_melbourne_-_university_accommodation/,2
"this place is the worst: they treat students very badly, toilets are always a mess, fire alarms are triggered on average once a month, vermin on all floors, regardless of season, yet they have the face to overcharge students, just because it is across Uni- not worth it.",1,https://nicelocal.com.au/melbourne/realty/unilodge_melbourne_-_university_accommodation/,2
"Before I moved to my unit, there was already a big hole in the ceiling of the bathroom. I had to go to tenan's union to get a letter to ask this lame company to fix the problem. It took over a month to get the job done. Even the worker was suprised about how serious the problem was and called this a bad workmenship. The other major problem was that the hot plate caused short circuit of the whole unit every time turned it on. It also took more than 1 month to be replaced with a new one. The whole",1,https://nicelocal.com.au/melbourne/realty/unilodge_melbourne_-_university_accommodation/,2
No major problem. Had a nice stay,5,https://amberstudent.com/places/dwell-village-melbourne-city-1805244273987,1
"The refurbished flats are just amazing. The living and the kitchen space is decent and the room size is great too. Its very well located, very close to the university and the town.",5,https://amberstudent.com/places/dwell-village-melbourne-city-1805244273987,1
"one of the best student accommodations I have stayed in. It's a contemporary accommodation with all the facilities available a student might need. The staff is excellent, they take care of your smallest needs. I enjoyed my time here and made some great friends.",5,https://amberstudent.com/places/dwell-village-melbourne-city-1805244273987,1
"Its a very cool place to stay. The rooms are spacious enough, the staff is great. They are always willing to help. The commute to the university is easy, overall I really love this place",5,https://amberstudent.com/places/dwell-village-melbourne-city-1805244273987,1
"The access to the wifi service was not easy to use. Apparently, it was prepared to be used through a computer more than from the phone or on the TV. The apartment was very nice and comfortable. The heated swimming pool was fantastic!!! The staff was very friendly and always willing to solve any problem that we had. Stayed in January 2022",4,https://www.booking.com/reviews/au/hotel/dwell-village-melbourne-city.html,1
"There was a bit of confusion when we were about to check in. The staff told us that they're only giving us 1 room and if we want another one, we need to pay for it. I showed her the booking details and confirmation however, she was not convinced until I spoke with another staff and explained that I had booked 2 rooms. Also, I forgot to check that there were no A/C in the room so we had to suffer in a 30+ degree in summer. Lol Movie room and pool. The room in the new building is clean.  Stayed in January 2022",4,https://www.booking.com/reviews/au/hotel/dwell-village-melbourne-city.html,1
"The reception was a bit confusing. We arrived for check-in around 8 pm and had to call after hours to have someone come out to meet us, and when we left, there was no one in reception yet and no one answered the after-hours call so check out was a bit confusing.The pool and the gym were fantastic. The location was so convenient and close to the city. The little village was just so cute and clean as well, especially for affordable accommodation! Stayed in January 2022",4,https://www.booking.com/reviews/au/hotel/dwell-village-melbourne-city.html,1
There was no dish washing liquid or cloths to clean dishes. Great location. Ease of checking in and out. Good value. Stayed in December 2021,4,https://www.booking.com/reviews/au/hotel/dwell-village-melbourne-city.html,1
